commentId	sourceItemURL	commentTitle	SourceItemId	sourceItemTitle	createDate	TookIntoConsideration	TookIntoConsiderationReason	Remark	commentState
202	https://localhost:44300/PublicConsultation/View/268	Предлагани промени 6	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 19 2011 11:29PM	Неразгледан			Одобрен
201	https://localhost:44300/PublicConsultation/View/268	Изпращайте бележките си на комисията в НС	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 19 2011  9:30PM	Неразгледан			Одобрен
200	https://localhost:44300/PublicConsultation/View/271	предложение2	271	Проект на Закон за публично-частното партньорство	May 19 2011  7:12PM	Неразгледан			Одобрен
199	https://localhost:44300/PublicConsultation/View/271	предложение	271	Проект на Закон за публично-частното партньорство	May 19 2011  7:10PM	Неразгледан			Одобрен
198	https://localhost:44300/PublicConsultation/View/268	Предлагани промени 5	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 19 2011  3:37PM	Неразгледан			Одобрен
196	https://localhost:44300/PublicConsultation/View/268	Предлаганите промени 3	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 19 2011  3:36PM	Неразгледан			Одобрен
197	https://localhost:44300/PublicConsultation/View/268	Предлагани промени 4	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 19 2011  3:36PM	Неразгледан			Одобрен
195	https://localhost:44300/PublicConsultation/View/268	Предлаганите промени 2	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 19 2011  3:35PM	Неразгледан			Одобрен
194	https://localhost:44300/PublicConsultation/View/268	Предлаганите промени 1	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 19 2011  3:32PM	Неразгледан			Одобрен
2605	https://localhost:44300/PublicConsultation/View/2627	Липсва оценка на въздействието	2627	Проект на ПМС за изменение и допълнение на нормативни актове на Министерския съвет	May 18 2017  3:53PM	Неразгледан			Одобрен
1736	https://localhost:44300/PublicConsultation/View/2052	Продължение	2052	Повторно обществено обсъждане на проект на Наредба за прилагане на подмярка 6.3 „Стартова помощ за развитието на малки стопанства&quot; от мярка 6 „Развитие на стопанства и предприятия“ от Програмата за развитие на селските райони за периода 2014-2020 г.	May 18 2016  9:57AM	Неразгледан			Одобрен
1735	https://localhost:44300/PublicConsultation/View/2052	На вниманието на г-жа Танева и г-н Дончев	2052	Повторно обществено обсъждане на проект на Наредба за прилагане на подмярка 6.3 „Стартова помощ за развитието на малки стопанства&quot; от мярка 6 „Развитие на стопанства и предприятия“ от Програмата за развитие на селските райони за периода 2014-2020 г.	May 18 2016  9:52AM	Неразгледан			Одобрен
1287	https://localhost:44300/PublicConsultation/View/1604	ПМС 107/2014 и предлаганите промени не съответстват на действащото законодателство	1604	Постановление за изменение и допълнение на Постановление № 107 на Министерския съвет от 2014 г. за определяне на реда за предоставяне на безвъзмездна финансова помощ по програмите, съфинансирани от ЕФРР, ЕСФ, КФ и ЕФМДР за периода 2014-2020 г.	May 18 2015  7:06PM	Неразгледан			Одобрен
193	https://localhost:44300/PublicConsultation/View/268	коментари по промените от млад дипломат	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 18 2011 11:51AM	Неразгледан			Одобрен
192	https://localhost:44300/PublicConsultation/View/268	коментари по промените от млад дипломат	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 18 2011 11:42AM	Неразгледан			Одобрен
191	https://localhost:44300/PublicConsultation/View/268	коментари по промените от млад дипломат	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 18 2011 11:30AM	Неразгледан			Одобрен
190	https://localhost:44300/PublicConsultation/View/268	коментари по промените от млад дипломат	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 18 2011 11:23AM	Неразгледан			Одобрен
189	https://localhost:44300/PublicConsultation/View/268	коментари по промените от млад дипломат	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 18 2011 11:13AM	Неразгледан			Одобрен
188	https://localhost:44300/PublicConsultation/View/268	коментари по промените от млад дипломат	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 18 2011 11:03AM	Неразгледан			Одобрен
187	https://localhost:44300/PublicConsultation/View/268	коментари по промените от млад дипломат	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 18 2011 10:57AM	Неразгледан			Одобрен
186	https://localhost:44300/PublicConsultation/View/268	коментари по промените от млад дипломат	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 18 2011 10:50AM	Неразгледан			Одобрен
185	https://localhost:44300/PublicConsultation/View/268	коментари по промените от млад дипломат	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 18 2011 10:38AM	Неразгледан			Одобрен
3712	https://localhost:44300/PublicConsultation/View/3440	Регистри	3440	Проект на Закон за изменение и допълнение на Закона за защита на личните данни	May 17 2018 11:53AM	Неразгледан			Одобрен
3711	https://localhost:44300/PublicConsultation/View/3440	Част 3	3440	Проект на Закон за изменение и допълнение на Закона за защита на личните данни	May 17 2018 11:45AM	Неразгледан			Одобрен
3710	https://localhost:44300/PublicConsultation/View/3440	Част 2	3440	Проект на Закон за изменение и допълнение на Закона за защита на личните данни	May 17 2018 11:39AM	Неразгледан			Одобрен
3709	https://localhost:44300/PublicConsultation/View/3440	Част 1	3440	Проект на Закон за изменение и допълнение на Закона за защита на личните данни	May 17 2018 11:37AM	Неразгледан			Одобрен
3713	https://localhost:44300/PublicConsultation/View/3440	Заплати	3440	Проект на Закон за изменение и допълнение на Закона за защита на личните данни	May 17 2018  2:46PM	Неразгледан			Одобрен
1734	https://localhost:44300/PublicConsultation/View/2052	надежда	2052	Повторно обществено обсъждане на проект на Наредба за прилагане на подмярка 6.3 „Стартова помощ за развитието на малки стопанства&quot; от мярка 6 „Развитие на стопанства и предприятия“ от Програмата за развитие на селските райони за периода 2014-2020 г.	May 17 2016 11:13PM	Неразгледан			Одобрен
1733	https://localhost:44300/PublicConsultation/View/2052	Неадекватни текстове	2052	Повторно обществено обсъждане на проект на Наредба за прилагане на подмярка 6.3 „Стартова помощ за развитието на малки стопанства&quot; от мярка 6 „Развитие на стопанства и предприятия“ от Програмата за развитие на селските райони за периода 2014-2020 г.	May 17 2016  3:59PM	Неразгледан			Одобрен
1732	https://localhost:44300/PublicConsultation/View/2052	гъбопроизводители	2052	Повторно обществено обсъждане на проект на Наредба за прилагане на подмярка 6.3 „Стартова помощ за развитието на малки стопанства&quot; от мярка 6 „Развитие на стопанства и предприятия“ от Програмата за развитие на селските райони за периода 2014-2020 г.	May 17 2016  1:41AM	Неразгледан			Одобрен
183	https://localhost:44300/PublicConsultation/View/268	Гледна точка - 1	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 17 2011 12:08PM	Неразгледан			Одобрен
184	https://localhost:44300/PublicConsultation/View/268	Гледна точка - 2	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 17 2011 12:08PM	Неразгледан			Одобрен
3708	https://localhost:44300/PublicConsultation/View/3406	Възнаграждението на вещото лице да се определя като функция от минималния осигурителен доход.	3406	Проект на Наредба за изменение и допълнение на Наредба № 2 от 2015 г. за вписването, квалификацията и възнагражденията на вещите лица	May 16 2018 11:04AM	Неразгледан			Одобрен
3707	https://localhost:44300/PublicConsultation/View/3406	Забрана за участие в съдебното производство като вещи лица на служители в изпълнителната власт.	3406	Проект на Наредба за изменение и допълнение на Наредба № 2 от 2015 г. за вписването, квалификацията и възнагражденията на вещите лица	May 16 2018 10:59AM	Неразгледан			Одобрен
3706	https://localhost:44300/PublicConsultation/View/3406	Разграничаване на вещите лица по експертиза	3406	Проект на Наредба за изменение и допълнение на Наредба № 2 от 2015 г. за вписването, квалификацията и възнагражденията на вещите лица	May 16 2018 10:26AM	Неразгледан			Одобрен
3705	https://localhost:44300/PublicConsultation/View/3406	Възнаграждение	3406	Проект на Наредба за изменение и допълнение на Наредба № 2 от 2015 г. за вписването, квалификацията и възнагражденията на вещите лица	May 16 2018  9:45AM	Неразгледан			Одобрен
3704	https://localhost:44300/PublicConsultation/View/3406	Възнаграждение	3406	Проект на Наредба за изменение и допълнение на Наредба № 2 от 2015 г. за вписването, квалификацията и възнагражденията на вещите лица	May 16 2018  9:15AM	Неразгледан			Одобрен
1731	https://localhost:44300/PublicConsultation/View/2047	Дали проекта не съдържа разпоредби облагодетелстващи конкретни собственици на информационни системи	2047	Проект на Закон за изменение и допълнение на Закона за туризма	May 16 2016  5:27PM	Неразгледан			Одобрен
1286	https://localhost:44300/PublicConsultation/View/1606	Закон за горите	1606	Проект на Решение на Министерския съвет за одобряване проект на Закон за изменение и допълнение на Закона за горите	May 16 2015  6:03PM	Неразгледан			Одобрен
1000	https://localhost:44300/PublicConsultation/View/1196	СТАНОВИЩЕ От катедра „Регионално развитие”,  Стопански факултет, Тракийски университет гр. Стара Заг	1196	Интегрирана стратегия за прилагане на интегрирани териториални инвестиции в Северозападния район 2014-2020 г.	May 16 2014  5:07PM	Неразгледан			Одобрен
178	https://localhost:44300/PublicConsultation/View/271	Коментар КУПФЕС по ПЗПЧП	271	Проект на Закон за публично-частното партньорство	May 16 2011 10:55AM	Неразгледан			Одобрен
182	https://localhost:44300/PublicConsultation/View/268	денацификация обоснована със закон...	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 16 2011  6:13PM	Неразгледан			Одобрен
181	https://localhost:44300/PublicConsultation/View/268	Да, голяма работа...	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 16 2011  4:08PM	Неразгледан			Одобрен
180	https://localhost:44300/PublicConsultation/View/268	Лустрация?	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 16 2011  4:01PM	Неразгледан			Одобрен
179	https://localhost:44300/PublicConsultation/View/268	Лустрация?	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 16 2011  3:57PM	Неразгледан			Одобрен
3703	https://localhost:44300/PublicConsultation/View/3440	Електронно подаване на заявления	3440	Проект на Закон за изменение и допълнение на Закона за защита на личните данни	May 15 2018  7:45PM	Неразгледан			Одобрен
3702	https://localhost:44300/PublicConsultation/View/3414	Дискриминация на служители от МО	3414	Проект на Наредба за изменение и допълнение на Наредба № Н-22/16.07.2010 г. за ползване под наем на имоти от жилищния фонд на МО и за изплащане на компенсационни суми на военнослужещи и цивилни служители, които живеят при условията на свободно договаряне	May 15 2018  7:37PM	Неразгледан			Одобрен
2604	https://localhost:44300/PublicConsultation/View/2621	Най-после!!!	2621	Проект на Постановление на Министерския съвет за изменение и допълнение на Правилника за прилагане на Закона за защита на класифицираната информация	May 15 2017  2:03PM	Неразгледан			Одобрен
177	https://localhost:44300/PublicConsultation/View/268	Държавна сигурност не е поставена извън закона	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 15 2011  7:06PM	Неразгледан			Одобрен
3698	https://localhost:44300/PublicConsultation/View/3434	КИННППО	3434	Проект на Решение за одобряване на национални научни програми	May 14 2018 11:13AM	Неразгледан			Одобрен
3701	https://localhost:44300/PublicConsultation/View/3409	Наличието на изключения - пробиви	3409	Проект на Закон за изменение и допълненеие на Закона за защита на личните данни	May 14 2018  8:37PM	Неразгледан			Одобрен
3700	https://localhost:44300/PublicConsultation/View/3409	Становище	3409	Проект на Закон за изменение и допълненеие на Закона за защита на личните данни	May 14 2018  4:35PM	Неразгледан			Одобрен
3699	https://localhost:44300/PublicConsultation/View/3409	Въвеждане на нови идентификатори	3409	Проект на Закон за изменение и допълненеие на Закона за защита на личните данни	May 14 2018  2:27PM	Неразгледан			Одобрен
1285	https://localhost:44300/PublicConsultation/View/1599	Становище на Програма Достъп до Информация	1599	Закон за изменение и допълнение на Закона за обществените поръчки	May 13 2015  5:06PM	Неразгледан			Изтрит
999	https://localhost:44300/PublicConsultation/View/1221	Заглавие	1221	Оперативна програма „Околна среда“ 2014-2020 г.	May 13 2014 11:18AM	Неразгледан			Одобрен
998	https://localhost:44300/PublicConsultation/View/1209	Коментари на БАКЕП по Проект на ОП &quot;Иновации и конкурентоспособност&quot;	1209	Проект на Оперативна програма &quot;Иновации и конкурентоспособност&quot; за програмен период 2014-2020 г.	May 13 2014  9:58AM	Неразгледан			Изтрит
997	https://localhost:44300/PublicConsultation/View/1209	Коментари на БАКЕП по Проект на ОП &quot;Иновации и конкурентоспособност&quot;	1209	Проект на Оперативна програма &quot;Иновации и конкурентоспособност&quot; за програмен период 2014-2020 г.	May 13 2014  9:56AM	Неразгледан			Одобрен
996	https://localhost:44300/PublicConsultation/View/1209	Заглавие	1209	Проект на Оперативна програма &quot;Иновации и конкурентоспособност&quot; за програмен период 2014-2020 г.	May 13 2014  9:45AM	Неразгледан			Изтрит
995	https://localhost:44300/PublicConsultation/View/1209	: Коментари по Проект на Оперативна програма &quot;Иновации и конкурентоспособност&quot; за програмен период 2	1209	Проект на Оперативна програма &quot;Иновации и конкурентоспособност&quot; за програмен период 2014-2020 г.	May 13 2014  9:43AM	Неразгледан			Изтрит
176	https://localhost:44300/PublicConsultation/View/268	коментари по ЗИД на Закона за дипломатическата служба продължение	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 13 2011  7:10PM	Неразгледан			Одобрен
175	https://localhost:44300/PublicConsultation/View/268	коментари по ЗИД на Закона за дипломатическата служба	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 13 2011  7:08PM	Неразгледан			Одобрен
173	https://localhost:44300/PublicConsultation/View/268	коментари по ЗИД на Закона за дипломатическата служба 7	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 13 2011  2:02PM	Неразгледан			Одобрен
174	https://localhost:44300/PublicConsultation/View/268	коментари по ЗИД на Закона за дипломатическата служба 8	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 13 2011  2:02PM	Неразгледан			Одобрен
171	https://localhost:44300/PublicConsultation/View/268	коментари по ЗИД на Закона за дипломатическата служба 5	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 13 2011  2:01PM	Неразгледан			Одобрен
172	https://localhost:44300/PublicConsultation/View/268	коментари по ЗИД на Закона за дипломатическата служба 6	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 13 2011  2:01PM	Неразгледан			Одобрен
170	https://localhost:44300/PublicConsultation/View/268	коментари по ЗИД на Закона за дипломатическата служба 4	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 13 2011  2:00PM	Неразгледан			Одобрен
168	https://localhost:44300/PublicConsultation/View/268	коментари по ЗИД на Закона за дипломатическата служба 2	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 13 2011  1:58PM	Неразгледан			Одобрен
169	https://localhost:44300/PublicConsultation/View/268	коментари по ЗИД на Закона за дипломатическата служба 3	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 13 2011  1:58PM	Неразгледан			Одобрен
167	https://localhost:44300/PublicConsultation/View/268	коментари по ЗИД на Закона за дипломатическата служба	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 13 2011  1:57PM	Неразгледан			Одобрен
166	https://localhost:44300/PublicConsultation/View/268	Георги Готев е Млад манипулатор - не може да се мери с баща си!	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 13 2011  1:28AM	Неразгледан			Одобрен
3697	https://localhost:44300/PublicConsultation/View/3426	Ограничаване на изследователската дейност	3426	Проект на Постановление за допълнение на Постановление № 90 на Министерския съвет от 2000 г. за условията и реда за предоставяне на стипендии на студентите, докторантите и специализантите от държавните висши училища и научни организации	May 12 2018  8:13PM	Неразгледан			Одобрен
2603	https://localhost:44300/PublicConsultation/View/2622	Липсва оценка на въздействието	2622	Проект на Постановление на Министерския съвет за приемане на Устройствен правилник на Министерството за  българското председателство на Съвета на Европейския съюз 2018 г.	May 12 2017 10:56AM	Неразгледан			Одобрен
1730	https://localhost:44300/PublicConsultation/View/2044	редица въпроси за разглеждане за да се представи качествен материал за бизнеса 3	2044	Проект на Закон за  иновациите	May 11 2016  6:55PM	Неразгледан			Одобрен
1729	https://localhost:44300/PublicConsultation/View/2044	редица въпроси за разглеждане за да се представи качествен материал за бизнеса 2	2044	Проект на Закон за  иновациите	May 11 2016  6:54PM	Неразгледан			Одобрен
1728	https://localhost:44300/PublicConsultation/View/2044	редица въпроси за разглеждане за да се представи качествен материал за бизнеса	2044	Проект на Закон за  иновациите	May 11 2016  6:52PM	Неразгледан			Одобрен
1727	https://localhost:44300/PublicConsultation/View/2044	прави впечатление	2044	Проект на Закон за  иновациите	May 11 2016  6:51PM	Неразгледан			Одобрен
1726	https://localhost:44300/PublicConsultation/View/2044	Думи и демагогия	2044	Проект на Закон за  иновациите	May 11 2016  6:20PM	Неразгледан			Одобрен
1284	https://localhost:44300/PublicConsultation/View/1585	Становище на Програма достъп до информацияl	1585	Проект на Закон за обществените поръчки	May 11 2015  6:43PM	Неразгледан			Одобрен
1283	https://localhost:44300/PublicConsultation/View/1585	Становище на Програма достъп до информацияl	1585	Проект на Закон за обществените поръчки	May 11 2015  6:41PM	Неразгледан			Одобрен
1282	https://localhost:44300/PublicConsultation/View/1585	Предложение към проекта на Закон за обществените поръчки	1585	Проект на Закон за обществените поръчки	May 11 2015  1:07PM	Неразгледан			Одобрен
160	https://localhost:44300/PublicConsultation/View/268	Млад лустратор	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 11 2011 12:09PM	Неразгледан			Одобрен
165	https://localhost:44300/PublicConsultation/View/264	Заключение	264	Проект на Закон за изменение и допълнение на Кодекса за застраховане	May 11 2011  2:11PM	Неразгледан			Одобрен
164	https://localhost:44300/PublicConsultation/View/264	Продължение 3	264	Проект на Закон за изменение и допълнение на Кодекса за застраховане	May 11 2011  2:06PM	Неразгледан			Одобрен
163	https://localhost:44300/PublicConsultation/View/264	Продължение 2	264	Проект на Закон за изменение и допълнение на Кодекса за застраховане	May 11 2011  1:54PM	Неразгледан			Одобрен
162	https://localhost:44300/PublicConsultation/View/264	Продължение	264	Проект на Закон за изменение и допълнение на Кодекса за застраховане	May 11 2011  1:48PM	Неразгледан			Одобрен
161	https://localhost:44300/PublicConsultation/View/264	Пълно безумие по отношение на промените свързани с брокерите	264	Проект на Закон за изменение и допълнение на Кодекса за застраховане	May 11 2011  1:41PM	Неразгледан			Одобрен
3696	https://localhost:44300/PublicConsultation/View/3390	коментари	3390	Проект на Наредба за документите за професионално обучение на лица, навършили 16 години	May 10 2018 11:11AM	Неразгледан			Одобрен
2602	https://localhost:44300/PublicConsultation/View/2617	Липсва оценка на въздействието и не е спазен минималният срок за обществените консултации	2617	Проект на Решение на Министерския съвет за одобряване на законопроект за допълнение на Закона за приватизация и следприватизационен контрол (ЗПСК)	May 10 2017  3:50PM	Неразгледан			Одобрен
1725	https://localhost:44300/PublicConsultation/View/2043	Противоречи на Закона за нормативните актове	2043	Проект на Закон за електронните съобщителни мрежи и физическа инфраструктура	May 10 2016  6:39PM	Неразгледан			Одобрен
1723	https://localhost:44300/PublicConsultation/View/2017	Позиция на ЕС &quot;За Земята&quot; - Част 3	2017	Проект на Закон за концесиите	May 10 2016  4:52PM	Неразгледан			Одобрен
1724	https://localhost:44300/PublicConsultation/View/2017	"Позиция на ЕС ""За Земята"" - Част 2"	2017	Проект на Закон за концесиите	May 10 2016  4:52PM	Неразгледан			Одобрен
1722	https://localhost:44300/PublicConsultation/View/2017	"Позиция на ЕС ""За Земята"" - Част 2"	2017	Проект на Закон за концесиите	May 10 2016  4:50PM	Неразгледан			Одобрен
1721	https://localhost:44300/PublicConsultation/View/2017	"Позиция на ЕС ""За Земята"": Проектозаконът за концесиите не пази обществения интерес"	2017	Проект на Закон за концесиите	May 10 2016  4:48PM	Неразгледан			Одобрен
1720	https://localhost:44300/PublicConsultation/View/2033	Коментари на БАКЕП по проекта на постановлението	2033	Постановление за определяне на правила за координация между УО на програмите и местните инициативни групи и местните инициативни рибарски групи във връзка с изпълнението на подхода Водено от общностите местно развитие за периода 2014-2020 г.	May 10 2016  3:40PM	Неразгледан			Одобрен
1718	https://localhost:44300/PublicConsultation/View/2033	Коментари на БАКЕП по проекта на постановлението	2033	Постановление за определяне на правила за координация между УО на програмите и местните инициативни групи и местните инициативни рибарски групи във връзка с изпълнението на подхода Водено от общностите местно развитие за периода 2014-2020 г.	May 10 2016  3:39PM	Неразгледан			Одобрен
1719	https://localhost:44300/PublicConsultation/View/2033	Коментари на БАКЕП по проекта на постановлението	2033	Постановление за определяне на правила за координация между УО на програмите и местните инициативни групи и местните инициативни рибарски групи във връзка с изпълнението на подхода Водено от общностите местно развитие за периода 2014-2020 г.	May 10 2016  3:39PM	Неразгледан			Одобрен
1716	https://localhost:44300/PublicConsultation/View/2033	Коментари на БАКЕП по проекта на постановлението	2033	Постановление за определяне на правила за координация между УО на програмите и местните инициативни групи и местните инициативни рибарски групи във връзка с изпълнението на подхода Водено от общностите местно развитие за периода 2014-2020 г.	May 10 2016  3:38PM	Неразгледан			Одобрен
1717	https://localhost:44300/PublicConsultation/View/2033	Коментари на БАКЕП по проекта на постановлението	2033	Постановление за определяне на правила за координация между УО на програмите и местните инициативни групи и местните инициативни рибарски групи във връзка с изпълнението на подхода Водено от общностите местно развитие за периода 2014-2020 г.	May 10 2016  3:38PM	Неразгледан			Одобрен
1715	https://localhost:44300/PublicConsultation/View/2017	Становище на Американска търговска камара в България относно Проекта на Закона за концесиите	2017	Проект на Закон за концесиите	May 10 2016  3:12PM	Неразгледан			Одобрен
1714	https://localhost:44300/PublicConsultation/View/2017	Становище на Американска търговска камара в България относно Проекта на Закона за концесиите	2017	Проект на Закон за концесиите	May 10 2016  3:11PM	Неразгледан			Одобрен
1713	https://localhost:44300/PublicConsultation/View/2017	Становище на Американска търговска камара в България относно Проекта на Закона за концесиите	2017	Проект на Закон за концесиите	May 10 2016  3:10PM	Неразгледан			Одобрен
1712	https://localhost:44300/PublicConsultation/View/2017	Становище на Американска търговска камара в България относно Проекта на Закона за концесиите	2017	Проект на Закон за концесиите	May 10 2016  3:09PM	Неразгледан			Одобрен
1711	https://localhost:44300/PublicConsultation/View/2017	Становище на Американска търговска камара в България относно Проекта на Закона за концесиите	2017	Проект на Закон за концесиите	May 10 2016  3:07PM	Неразгледан			Одобрен
1710	https://localhost:44300/PublicConsultation/View/2017	Становище на Американска търговска камара в България относно Проекта на Закона за концесиите	2017	Проект на Закон за концесиите	May 10 2016  3:04PM	Неразгледан			Одобрен
1709	https://localhost:44300/PublicConsultation/View/2017	Становище на Американска търговска камара в България относно Проекта на Закона за концесиите	2017	Проект на Закон за концесиите	May 10 2016  3:03PM	Неразгледан			Одобрен
1708	https://localhost:44300/PublicConsultation/View/2017	Становище на Американска търговска камара в България относно Проекта на Закона за концесиите	2017	Проект на Закон за концесиите	May 10 2016  3:01PM	Неразгледан			Одобрен
1707	https://localhost:44300/PublicConsultation/View/2017	Становище на Американска търговска камара в България относно Проекта на Закона за концесиите	2017	Проект на Закон за концесиите	May 10 2016  2:59PM	Неразгледан			Одобрен
1706	https://localhost:44300/PublicConsultation/View/2017	Становище на Американска търговска камара в България относно Проекта на Закона за концесиите	2017	Проект на Закон за концесиите	May 10 2016  2:58PM	Неразгледан			Одобрен
1705	https://localhost:44300/PublicConsultation/View/2017	Становище на Американска търговска камара в България относно Проекта на Закона за концесиите	2017	Проект на Закон за концесиите	May 10 2016  2:56PM	Неразгледан			Одобрен
1704	https://localhost:44300/PublicConsultation/View/2017	БАУКО - становища на наши членове	2017	Проект на Закон за концесиите	May 10 2016  2:46PM	Неразгледан			Одобрен
1703	https://localhost:44300/PublicConsultation/View/2017	Становище Валмар Ойл ЕООД част 8 последна	2017	Проект на Закон за концесиите	May 10 2016  2:16PM	Неразгледан			Одобрен
1702	https://localhost:44300/PublicConsultation/View/2017	Становище Валмар Ойл ЕООД част 7	2017	Проект на Закон за концесиите	May 10 2016  2:15PM	Неразгледан			Одобрен
1701	https://localhost:44300/PublicConsultation/View/2017	Становище Валмар Ойл ЕООД част 6	2017	Проект на Закон за концесиите	May 10 2016  2:14PM	Неразгледан			Одобрен
1700	https://localhost:44300/PublicConsultation/View/2017	Становище Валмар Ойл ЕООД част 5	2017	Проект на Закон за концесиите	May 10 2016  2:13PM	Неразгледан			Одобрен
1698	https://localhost:44300/PublicConsultation/View/2017	Становище Валмар Ойл ЕООД част 3	2017	Проект на Закон за концесиите	May 10 2016  2:12PM	Неразгледан			Одобрен
1699	https://localhost:44300/PublicConsultation/View/2017	Становище Валмар Ойл ЕООД част 4	2017	Проект на Закон за концесиите	May 10 2016  2:12PM	Неразгледан			Одобрен
1697	https://localhost:44300/PublicConsultation/View/2017	Становище Валмар Ойл ЕООД част 2	2017	Проект на Закон за концесиите	May 10 2016  2:11PM	Неразгледан			Одобрен
1696	https://localhost:44300/PublicConsultation/View/2017	Становище Валмар Ойл ЕООД част 1	2017	Проект на Закон за концесиите	May 10 2016  2:10PM	Неразгледан			Одобрен
994	https://localhost:44300/PublicConsultation/View/1209	всички икономически сектори да влязат в обхвата на схемите за БФП	1209	Проект на Оперативна програма &quot;Иновации и конкурентоспособност&quot; за програмен период 2014-2020 г.	May 10 2014 12:06PM	Неразгледан			Одобрен
159	https://localhost:44300/PublicConsultation/View/268	промени в закона за ДИП службата	268	Закон за изменение и допълнение на Закона за дипломатическата служба	May 10 2011  6:04PM	Неразгледан			Одобрен
3695	https://localhost:44300/PublicConsultation/View/3390	Печатни грешки	3390	Проект на Наредба за документите за професионално обучение на лица, навършили 16 години	May  9 2018 11:19AM	Неразгледан			Одобрен
1693	https://localhost:44300/PublicConsultation/View/2041	Защо ме задължавате да плащам по банков път? Това не е ли лобизъм в полза на банките?	2041	Проект на ПМС за приемане на Тарифа за таксите, които се събират по реда на Закона за закрила на детето за разглеждане на документите за издаване на лиценз за предоставяне на социална услуга за деца и за подновяване на издаден лиценз	May  9 2016 11:36AM	Неразгледан			Одобрен
1695	https://localhost:44300/PublicConsultation/View/2044	Предложение	2044	Проект на Закон за  иновациите	May  9 2016  4:49PM	Неразгледан			Одобрен
1694	https://localhost:44300/PublicConsultation/View/2044	Къде е стандартната оценка на проекта?	2044	Проект на Закон за  иновациите	May  9 2016  4:42PM	Неразгледан			Одобрен
1281	https://localhost:44300/PublicConsultation/View/1599	Предложения  ЗОП	1599	Закон за изменение и допълнение на Закона за обществените поръчки	May  9 2015  4:07PM	Неразгледан			Одобрен
1280	https://localhost:44300/PublicConsultation/View/1599	Заглавие	1599	Закон за изменение и допълнение на Закона за обществените поръчки	May  9 2015  4:01PM	Неразгледан			Одобрен
