commentId	sourceItemURL	commentTitle	SourceItemId	sourceItemTitle	createDate	TookIntoConsideration	TookIntoConsiderationReason	Remark	commentState
1360	https://localhost:44300/PublicConsultation/View/1658	Становище към Плана за подготовка на Българското председателството на Съвета на Европейския съюз	1658	План за подготовка на Българското председателството на Съвета на Европейския съюз през 2018 г.	Jun 30 2015  9:07PM	Неразгледан			Одобрен
1357	https://localhost:44300/PublicConsultation/View/1655	Enterprise Europe Network - мрежа за подпомагане на МСП (EEN-България)	1655	Закон за управление на средствата от европейските структурни и инвестиционни фондове	Jun 30 2015  8:22PM	Неразгледан			Одобрен
1358	https://localhost:44300/PublicConsultation/View/1655	Enterprise Europe Network - мрежа за подпомагане на МСП (EEN-България)	1655	Закон за управление на средствата от европейските структурни и инвестиционни фондове	Jun 30 2015  8:22PM	Неразгледан			Одобрен
1359	https://localhost:44300/PublicConsultation/View/1655	Enterprise Europe Network - мрежа за подпомагане на МСП (EEN-България)	1655	Закон за управление на средствата от европейските структурни и инвестиционни фондове	Jun 30 2015  8:22PM	Неразгледан			Одобрен
1023	https://localhost:44300/PublicConsultation/View/1266	Предложения за промяна	1266	Проект на Методика за изготвяне на план-сметка с необходимите разходи за дейностите и за видовете основи, които служат за определяне на таксата за битови отпадъци по Закона за местните данъци и такси	Jun 30 2014 11:10AM	Неразгледан			Одобрен
3816	https://localhost:44300/PublicConsultation/View/3543	Пропуск или подигравка	3543	Проект на Постановление на Министерския съвет за изменение и допълнение на Постановление №110 на Министерския съвет от 2010 г. за създаване на Съвет за развитие при Министерския съвет	Jun 29 2018  7:48AM	Неразгледан			Одобрен
3817	https://localhost:44300/PublicConsultation/View/3545	Несъответствие на публикуваните документи	3545	Проект на Постановление за изменение и допълнение на Наредбата за командировъчните средства при задграничен мандат	Jun 29 2018  3:45PM	Неразгледан			Одобрен
2649	https://localhost:44300/PublicConsultation/View/2646	ДОПЪЛНИТЕЛЕН ПРЕХОДЕН ПЕРИОД ПО ПАРАГРАФ 51	2646	Проект на Закон за изменение и допълнение на Кодекса за социално осигуряване	Jun 29 2017 12:27PM	Неразгледан			Одобрен
2648	https://localhost:44300/PublicConsultation/View/2708	ГМО - вредни!!!	2708	Проект на Решение на Министерския съвет за одобряване проект на Закон за храните	Jun 29 2017 12:26AM	Неразгледан			Одобрен
2652	https://localhost:44300/PublicConsultation/View/2708	"""ЗАКОН за храните""?! Това виц ли е?"	2708	Проект на Решение на Министерския съвет за одобряване проект на Закон за храните	Jun 29 2017 11:37PM	Неразгледан			Одобрен
2651	https://localhost:44300/PublicConsultation/View/2708	Моля	2708	Проект на Решение на Министерския съвет за одобряване проект на Закон за храните	Jun 29 2017  3:59PM	Неразгледан			Одобрен
2650	https://localhost:44300/PublicConsultation/View/2646	Кодекс за социално осигуряване - значение, ползи и вреди	2646	Проект на Закон за изменение и допълнение на Кодекса за социално осигуряване	Jun 29 2017  2:42PM	Неразгледан			Одобрен
1829	https://localhost:44300/PublicConsultation/View/2093	Непълноти в проекта.	2093	Проект на Закон за физическите лица и мерките за подкрепа	Jun 29 2016 12:05PM	Неразгледан			Одобрен
1354	https://localhost:44300/PublicConsultation/View/1656	Становище на Български център за нестопанско право относно ЗИД на ЗСП	1656	ПРОЕКТ НА ЗАКОН ЗА ИЗМЕНЕНИЕ И ДОПЪЛНЕНИЕ НА ЗАКОНА ЗА СОЦИАЛНО ПОДПОМАГАНЕ	Jun 29 2015 10:46AM	Неразгледан			Одобрен
1356	https://localhost:44300/PublicConsultation/View/1655	Фондация &quot;Блулинк&quot;	1655	Закон за управление на средствата от европейските структурни и инвестиционни фондове	Jun 29 2015  7:38PM	Неразгледан			Одобрен
1355	https://localhost:44300/PublicConsultation/View/1656	ППЗСП чл.10, (11), т2	1656	ПРОЕКТ НА ЗАКОН ЗА ИЗМЕНЕНИЕ И ДОПЪЛНЕНИЕ НА ЗАКОНА ЗА СОЦИАЛНО ПОДПОМАГАНЕ	Jun 29 2015  7:22PM	Неразгледан			Одобрен
3812	https://localhost:44300/PublicConsultation/View/3518	Бележки, становища и предложения от д-р Ваня Царвуланова-Гаджева и Мая Гаджева	3518	Проект на Правилник на Комисията по академична етика	Jun 28 2018 11:55AM	Неразгледан			Одобрен
3815	https://localhost:44300/PublicConsultation/View/3511	Становища и предложения от д-р Ваня Царвуланова-Гаджева и Мая Гаджева	3511	Проект на Наредба за изменение и допълнение на Наредба № 14 от 2010 г. за условията и реда за извършване на проверки на лечебните заведения от Изпълнителна агенция „Медицински одит“	Jun 28 2018  3:32PM	Неразгледан			Одобрен
3814	https://localhost:44300/PublicConsultation/View/3489	Бележки, становища и предложения от д-р Ваня Царвуланова-Гаджева и Мая Гаджева	3489	Проект на Наредба за условията и реда за водене на Регистъра на лицата, придобили образователна и научна степен „доктор“ и/или научната степен „доктор на науките“, на защитените дисертационни трудове и на хабилитираните лица в Република България	Jun 28 2018  3:26PM	Неразгледан			Одобрен
3813	https://localhost:44300/PublicConsultation/View/3543	Липсва оценка на въздействието	3543	Проект на Постановление на Министерския съвет за изменение и допълнение на Постановление №110 на Министерския съвет от 2010 г. за създаване на Съвет за развитие при Министерския съвет	Jun 28 2018  1:35PM	Неразгледан			Одобрен
2647	https://localhost:44300/PublicConsultation/View/2646	Параграф 51	2646	Проект на Закон за изменение и допълнение на Кодекса за социално осигуряване	Jun 28 2017 10:45PM	Неразгледан			Одобрен
2646	https://localhost:44300/PublicConsultation/View/2708	ето още отрови	2708	Проект на Решение на Министерския съвет за одобряване проект на Закон за храните	Jun 28 2017  7:29PM	Неразгледан			Одобрен
2645	https://localhost:44300/PublicConsultation/View/2708	пълна забрана за ГМО	2708	Проект на Решение на Министерския съвет за одобряване проект на Закон за храните	Jun 28 2017  6:41PM	Неразгледан			Одобрен
2644	https://localhost:44300/PublicConsultation/View/2708	Забрана за ГМО	2708	Проект на Решение на Министерския съвет за одобряване проект на Закон за храните	Jun 28 2017  3:46PM	Неразгледан			Одобрен
256	https://localhost:44300/PublicConsultation/View/295	Инструкция-незаконни действия	295	Проект на  Инструкция за осъществяване на взаимодействие между Министерство на околната среда и водите и Национална агенция за приходите	Jun 28 2011  4:12PM	Неразгледан			Одобрен
2638	https://localhost:44300/PublicConsultation/View/2708	НЕ на ГМО! НЕ на СМЪРТТА!	2708	Проект на Решение на Министерския съвет за одобряване проект на Закон за храните	Jun 27 2017 12:34PM	Неразгледан			Одобрен
2643	https://localhost:44300/PublicConsultation/View/2708	ГМО? НЕ, не сме съгласни!	2708	Проект на Решение на Министерския съвет за одобряване проект на Закон за храните	Jun 27 2017 10:41PM	Неразгледан			Одобрен
2642	https://localhost:44300/PublicConsultation/View/2708	"ГМО-""храните"" са ЛЕГАЛНА ДИВЕРСИЯ и ГЕНОЦИД над народите на Планетата"	2708	Проект на Решение на Министерския съвет за одобряване проект на Закон за храните	Jun 27 2017 10:13PM	Неразгледан			Одобрен
2641	https://localhost:44300/PublicConsultation/View/2708	НЕ НА ГМО Продукти и Храни в България	2708	Проект на Решение на Министерския съвет за одобряване проект на Закон за храните	Jun 27 2017  9:41PM	Неразгледан			Одобрен
2640	https://localhost:44300/PublicConsultation/View/2708	ПЪЛНА ЗАБРАНА на ГМО продукти в България!	2708	Проект на Решение на Министерския съвет за одобряване проект на Закон за храните	Jun 27 2017  5:01PM	Неразгледан			Одобрен
2639	https://localhost:44300/PublicConsultation/View/2683	Становище на Асоциация „Прозрачност без граници“ по проект на постановление на Министерския съвет за	2683	Проект на постановление на Министерския съвет за изменение и допълнение на Постановление № 136 на Министерския съвет от 2015 г. за създаване на Национален съвет по антикорупционни политики	Jun 27 2017  2:37PM	Неразгледан			Одобрен
2632	https://localhost:44300/PublicConsultation/View/2708	ГМО под каквато и да е форма - семена, храни, екстракти, фуражи, смески - е престъпление.	2708	Проект на Решение на Министерския съвет за одобряване проект на Закон за храните	Jun 26 2017 12:59PM	Неразгледан			Одобрен
2631	https://localhost:44300/PublicConsultation/View/2708	"НЕ на ГМО ""храни"" и продукти в България!"	2708	Проект на Решение на Министерския съвет за одобряване проект на Закон за храните	Jun 26 2017 12:08PM	Неразгледан			Одобрен
2637	https://localhost:44300/PublicConsultation/View/2646	"""Геострой"" АД"	2646	Проект на Закон за изменение и допълнение на Кодекса за социално осигуряване	Jun 26 2017 10:46PM	Неразгледан			Одобрен
2636	https://localhost:44300/PublicConsultation/View/2708	Използването на ГМО храни е равносилно на самоубийство !!!	2708	Проект на Решение на Министерския съвет за одобряване проект на Закон за храните	Jun 26 2017  9:28PM	Неразгледан			Одобрен
2635	https://localhost:44300/PublicConsultation/View/2708	ПЪЛНА ЗАБРАНА НА ГМО!	2708	Проект на Решение на Министерския съвет за одобряване проект на Закон за храните	Jun 26 2017  6:42PM	Неразгледан			Одобрен
2634	https://localhost:44300/PublicConsultation/View/2646	ДЗПО нарушава правата на осигурените лица	2646	Проект на Закон за изменение и допълнение на Кодекса за социално осигуряване	Jun 26 2017  5:25PM	Неразгледан			Одобрен
2630	https://localhost:44300/PublicConsultation/View/2646	Да се поправи чл.4б, както и да се удължи срока по параграф 51 ал.2	2646	Проект на Закон за изменение и допълнение на Кодекса за социално осигуряване	Jun 26 2017  4:56AM	Неразгледан			Одобрен
2633	https://localhost:44300/PublicConsultation/View/2708	Научно е установено е, че ГМО храните са негодни за консумация както от хората, така и от животните.	2708	Проект на Решение на Министерския съвет за одобряване проект на Закон за храните	Jun 26 2017  1:37PM	Неразгледан			Одобрен
1353	https://localhost:44300/PublicConsultation/View/1662	ВСЪЩНОСТ КОЙ ПРЕДЛАГА ЗАКОНА ...НЯМА ИМЕ ..САМО ГО ПРЕДЛЛАГАТ  &gt;&gt;&gt; КОИ СА ТЕ ...МОТИВИТЕ СА КОПИ?ПЕС	1662	Проект на Закон за счетоводството	Jun 26 2015  4:32PM	Неразгледан			Одобрен
1352	https://localhost:44300/PublicConsultation/View/1662	Какъв закон кви 5 лева ...	1662	Проект на Закон за счетоводството	Jun 26 2015  4:25PM	Неразгледан			Одобрен
1351	https://localhost:44300/PublicConsultation/View/1656	Становище от БАЛИЗ относно проект на Закон за изменение и допълнение на ЗСП	1656	ПРОЕКТ НА ЗАКОН ЗА ИЗМЕНЕНИЕ И ДОПЪЛНЕНИЕ НА ЗАКОНА ЗА СОЦИАЛНО ПОДПОМАГАНЕ	Jun 26 2015  2:22PM	Неразгледан			Одобрен
1350	https://localhost:44300/PublicConsultation/View/1656	Становище от БАЛИЗ относно проект на Закон за изменение и допълнение на ЗСП	1656	ПРОЕКТ НА ЗАКОН ЗА ИЗМЕНЕНИЕ И ДОПЪЛНЕНИЕ НА ЗАКОНА ЗА СОЦИАЛНО ПОДПОМАГАНЕ	Jun 26 2015  1:30PM	Неразгледан			Одобрен
1021	https://localhost:44300/PublicConsultation/View/1254	Изменението е безсмислено ако ще се сключват споразумения	1254	Проект на Наредба за изменение и допълнение на Наредба № 8 от 26.02.2008 г. за функциите и организацията на дейността на бюрата за съдимост	Jun 26 2014  8:32AM	Неразгледан			Одобрен
1022	https://localhost:44300/PublicConsultation/View/1267	разделно събиране	1267	Проект на Закон за изменение и допълнение на Закона за местните данъци и такси.	Jun 26 2014  3:38PM	Неразгледан			Одобрен
3810	https://localhost:44300/PublicConsultation/View/3534	Относно § 1	3534	Проект на Постановление на Министерския съвет за изменение и допълнение на Постановление № 220 на Министерския съвет от 2003 г. за определяне на състава и дейността на Държавно-обществената консултативна комисия по проблемите на безопасността на движениет	Jun 25 2018 11:54AM	Неразгледан			Одобрен
3809	https://localhost:44300/PublicConsultation/View/3476	Обществено обсъждане на Наредбата в частта за извършване на проверки на декларациите по чл. 35, ал.1	3476	Наредба за организацията и реда за извършване на проверката на декларациите и за установяване на конфликт на интереси	Jun 25 2018 10:40AM	Неразгледан			Одобрен
3811	https://localhost:44300/PublicConsultation/View/3518	"Как ще се справи комисията с легалните ""образователни услуги"" - написване на дисертация?"	3518	Проект на Правилник на Комисията по академична етика	Jun 25 2018  8:41PM	Неразгледан			Одобрен
3808	https://localhost:44300/PublicConsultation/View/3497	Относно Приложение към чл. 4,ал.2	3497	Проект на Наредба за изменение и допълнение на Наредба № 4 от 2001 г. за обхвата и съдържанието на инвестиционните проекти	Jun 25 2018  7:34AM	Неразгледан			Одобрен
1020	https://localhost:44300/PublicConsultation/View/1267	Проекти на ЗИД ЗМДТ и Методика по такса битови отпадъци за обществено консултиране !	1267	Проект на Закон за изменение и допълнение на Закона за местните данъци и такси.	Jun 25 2014  4:36PM	Неразгледан			Одобрен
1349	https://localhost:44300/PublicConsultation/View/1659	Стимулиране на корупцията  чрез липса на оценка за въздействие към законопроектите внесени в НС	1659	Проект на Наредба за изменение и допълнение на Наредба № 4 от 2003 г. за документите за системата на народната просвета	Jun 24 2015  8:46AM	Неразгледан			Одобрен
2628	https://localhost:44300/PublicConsultation/View/2662	Предложение за допълнения/регламентиране, свързани с бавен, зелен и здравословен туризъм	2662	Проект на Наредба за планиране и проектиране на комуникационно-транспортните системи на урбанизираните територии и мотивите към него	Jun 23 2017 12:10PM	Неразгледан			Одобрен
2629	https://localhost:44300/PublicConsultation/View/2684	електронни плащания	2684	Проект на Постановление на Министерския съвет за изменение и допълнение на Наредбата за административно обслужване	Jun 23 2017 12:10PM	Неразгледан			Одобрен
1343	https://localhost:44300/PublicConsultation/View/1655	технически коментар	1655	Закон за управление на средствата от европейските структурни и инвестиционни фондове	Jun 23 2015 10:07AM	Неразгледан			Одобрен
1348	https://localhost:44300/PublicConsultation/View/1647	Относно чл.40 от ЗУЕС  (параграф 22)	1647	Проект на Закон за изменение и допълнение на Закона за управление на етажната собственост	Jun 23 2015  5:52PM	Неразгледан			Одобрен
1347	https://localhost:44300/PublicConsultation/View/1647	И за самото публично обсъждане	1647	Проект на Закон за изменение и допълнение на Закона за управление на етажната собственост	Jun 23 2015  4:57PM	Неразгледан			Одобрен
1346	https://localhost:44300/PublicConsultation/View/1647	Виртуални общи събрания	1647	Проект на Закон за изменение и допълнение на Закона за управление на етажната собственост	Jun 23 2015  4:51PM	Неразгледан			Одобрен
1345	https://localhost:44300/PublicConsultation/View/1647	Адекватност на месечните парични вноски	1647	Проект на Закон за изменение и допълнение на Закона за управление на етажната собственост	Jun 23 2015  4:49PM	Неразгледан			Одобрен
1344	https://localhost:44300/PublicConsultation/View/1647	За &quot;Професионалните&quot; домоуправители	1647	Проект на Закон за изменение и допълнение на Закона за управление на етажната собственост	Jun 23 2015  4:46PM	Неразгледан			Одобрен
3804	https://localhost:44300/PublicConsultation/View/3452	Има ли разминаване между Закона за развитие на академичният състав и предложгеният Проект за	3452	Проект на Постановление за изменение и допълнение на Правилника за прилагане на Закона за развитието на академичния състав в Република България	Jun 22 2018  7:53AM	Неразгледан			Одобрен
3807	https://localhost:44300/PublicConsultation/View/3462	Предложения на Грийнпийс България и ЕС За Земята	3462	Проект на Наредба за изменение и допълнение на Наредба № РД-07-5 от 2008 г. за условията и реда за отпускане на целева помощ за отопление	Jun 22 2018  3:22PM	Неразгледан			Одобрен
3806	https://localhost:44300/PublicConsultation/View/3502	Указания за напускане на адреса	3502	ПРОЕКТ НА НАРЕДБА ЗА ИЗМЕНЕНИЕ И ДОПЪЛНЕНИЕ НА  НАРЕДБА № 7 ОТ   2008 Г. ЗА УТВЪРЖДАВАНЕ НА ОБРАЗЦИТЕ НА КНИЖА, СВЪРЗАНИ С ВРЪЧВАНЕТО  ПО ГРАЖДАНСКИЯ ПРОЦЕСУАЛЕН КОДЕКС	Jun 22 2018  1:15PM	Неразгледан			Одобрен
3805	https://localhost:44300/PublicConsultation/View/3452	Периодични промени в националните наукометрични показатели	3452	Проект на Постановление за изменение и допълнение на Правилника за прилагане на Закона за развитието на академичния състав в Република България	Jun 22 2018  1:03PM	Неразгледан			Одобрен
1828	https://localhost:44300/PublicConsultation/View/2072	Становище на Програма достъп до информация	2072	Трети национален план за действие в рамките на инициативата „Партньорство за открито управление“ 1 юли 2016 – 30 юни 2018	Jun 22 2016  4:54PM	Неразгледан			Одобрен
1826	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  4:05PM	Неразгледан			Одобрен
1827	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  4:05PM	Неразгледан			Одобрен
1823	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  4:04PM	Неразгледан			Одобрен
1824	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  4:04PM	Неразгледан			Одобрен
1825	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  4:04PM	Неразгледан			Одобрен
1821	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  4:03PM	Неразгледан			Одобрен
1822	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  4:03PM	Неразгледан			Одобрен
1819	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  4:02PM	Неразгледан			Одобрен
1820	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  4:02PM	Неразгледан			Одобрен
1817	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  4:01PM	Неразгледан			Одобрен
1818	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  4:01PM	Неразгледан			Одобрен
1814	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  4:00PM	Неразгледан			Одобрен
1815	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  4:00PM	Неразгледан			Одобрен
1816	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  4:00PM	Неразгледан			Одобрен
1812	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  3:59PM	Неразгледан			Одобрен
1813	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  3:59PM	Неразгледан			Одобрен
1811	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  3:58PM	Неразгледан			Одобрен
1808	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  3:57PM	Неразгледан			Одобрен
1809	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  3:57PM	Неразгледан			Одобрен
1810	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  3:57PM	Неразгледан			Одобрен
1806	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  3:56PM	Неразгледан			Одобрен
1807	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  3:56PM	Неразгледан			Одобрен
1804	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  3:55PM	Неразгледан			Одобрен
1805	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  3:55PM	Неразгледан			Одобрен
1801	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  3:53PM	Неразгледан			Одобрен
1802	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  3:53PM	Неразгледан			Одобрен
1803	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  3:53PM	Неразгледан			Одобрен
1799	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  3:52PM	Неразгледан			Одобрен
1800	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  3:52PM	Неразгледан			Одобрен
1797	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  3:51PM	Неразгледан			Одобрен
1798	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  3:51PM	Неразгледан			Одобрен
1795	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  3:50PM	Неразгледан			Одобрен
1796	https://localhost:44300/PublicConsultation/View/2071	Коментари на БАКЕП по проекта на постановлението	2071	Постановление за определяне на национални правила за допустимост на разходите по програмите, съфинансирани от европейските структурни и инвестиционни фондове, за програмен период 2014-2020 г.	Jun 22 2016  3:50PM	Неразгледан			Одобрен
1794	https://localhost:44300/PublicConsultation/View/2074	Коментари по Проект на Наредба за реда и начина за осъществяване, координация и хармонизация на спец	2074	Проект на Наредба за реда и начина за осъществяване, координация и хармонизация на специфичните одитни дейности по фондове и програми на Европейския съюз	Jun 22 2016  1:53PM	Неразгледан			Одобрен
1337	https://localhost:44300/PublicConsultation/View/1645	Становище на Български дарителски форум относно ЗИД на ЗЮЛНЦ	1645	Проект на Закон за изменение и допълнение на Закона за юридическите лица с нестопанска цел	Jun 22 2015 12:45PM	Неразгледан			Одобрен
