Id	Title	UserCreated	URL	CategoryParent	Category	DocumentType	Institution	CreateDate	ValidTo
480	Експортна политика на Република България 2008-2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/480	Национални	Бизнес среда	Протокол	Министерския съвет	05.01.2009	31.12.2013
479	Национална програма &quot;Медицински стандарти в РБ 2008-2010&quot;	Искрен Иванов	https://localhost:44300/StrategicDocument/View/479	Национални	Здравеопазване	Решение	Министерския съвет	26.11.2008	31.12.2010
478	Национална програма за действие за устойчиво управление на земите и борба с опустиняването в България	Искрен Иванов	https://localhost:44300/StrategicDocument/View/478	Национални	Околна среда	Протокол	Министерския съвет	24.11.2008	31.12.2013
476	Национална стратегия за учене през целия живот за периода 2008-2013 г.	Росица Янчева	https://localhost:44300/StrategicDocument/View/476	Национални	Образование	Протокол	Министерския съвет	10.11.2008	31.12.2013
470	Национална дългосрочна програма за насърчаване на потреблението на биогорива в транспортния сектор 2008-2020 г.	Костадин Вардев	https://localhost:44300/StrategicDocument/View/470	Национални	Енергетика	Протокол	Министерския съвет	19.09.2008	31.12.2015
464	Национална стратегия за детето 2008-2018 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/464	Национални	Социална политика и заетост	Решение	Народното събрание	17.09.2008	31.12.2018
462	Национална стратегия на Република България по миграция и интеграция 2008 -2015 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/462	Национални	Социална политика и заетост	Протокол	Министерския съвет	17.09.2008	31.12.2015
461	Национална дългосрочна програма за насърчаване използването на биомасата за периода 2008-2020 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/461	Национални	Енергетика	Решение	Министерския съвет	17.09.2008	31.12.2020
459	Национален план за действие &quot;Храни и хранене 2005-2010 г.&quot;	Искрен Иванов	https://localhost:44300/StrategicDocument/View/459	Национални	Качество и безопасност на храните	Протокол	Министерския съвет	17.09.2008	31.12.2010
457	Стратегия за безопасност и здраве при работа 2008 - 2012 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/457	Национални	Социална политика и заетост	Протокол	Министерския съвет	17.09.2008	31.12.2012
456	Стратегия за развитие на финансовото управление и контрол и вътрешния одит в РБ	Искрен Иванов	https://localhost:44300/StrategicDocument/View/456	Национални	Финанси и данъчна политика	Протокол	Министерския съвет	17.09.2008	31.12.2010
452	Стратегически преглед на отбраната. Политическа рамка	Искрен Иванов	https://localhost:44300/StrategicDocument/View/452	Национални	Външна политика, политика по сигурност и отбрана	Решение	Народното събрание	16.06.2008	Не е указан срок
451	Програма за младежките дейности 2008 - 2010 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/451	Национални	Младежка политика	Протокол	Министерския съвет	06.06.2008	31.12.2010
447	Актуализирана стратегия по заетостта на Република България 2008 - 2015 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/447	Национални	Социална политика и заетост	Протокол	Министерския съвет	17.05.2008	31.12.2012
445	Стратегия за осигуряване на равни възможности на хората с увреждания 2008 - 2015 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/445	Национални	Социална политика и заетост	Протокол	Министерския съвет	17.05.2008	31.12.2015
444	Национална стратегия за демографско развитие на Република България 2006 - 2020 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/444	Национални	Социална политика и заетост	Решение	Министерския съвет	17.05.2008	31.12.2012
440	Програма за по-добро регулиране 2008 - 2010 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/440	Национални	Бизнес среда	Протокол	Министерския съвет	17.04.2008	31.12.2009
439	Регионален план за развитие на Югоизточен район за планиране 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/439	Национални	Регионална политика	Решение	Министерския съвет	17.04.2008	31.12.2013
438	Регионален план за развитие на Северен централен район за планиране 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/438	Национални	Регионална политика	Решение	Министерския съвет	17.04.2008	31.12.2013
437	Регионален план за развитие на Югозападен район за планиране 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/437	Национални	Регионална политика	Решение	Министерския съвет	17.04.2008	31.12.2013
436	Регионален план за развитие на Южен централен район за планиране 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/436	Национални	Регионална политика	Решение	Министерския съвет	17.04.2008	31.12.2013
435	Актуализиран документ за изпълнение на Националната стратегия за регионално развитие на Република България 2011-2015 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/435	Национални	Регионална политика	Решение	Министерския съвет	10.04.2008	31.12.2012
433	Национална програма за подобряване на жилищните условия на ромите в България 2005 - 2015 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/433	Национални	Регионална политика	Протокол	Министерския съвет	10.04.2008	31.12.2015
432	Национална програма за обновяване на жилищните сгради в Република България	Искрен Иванов	https://localhost:44300/StrategicDocument/View/432	Национални	Регионална политика	Протокол	Министерския съвет	10.04.2008	Не е указан срок
431	Национална жилищна стратегия на Република България	Искрен Иванов	https://localhost:44300/StrategicDocument/View/431	Национални	Регионална политика	Решение	Министерския съвет	10.04.2008	Не е указан срок
429	Оперативна програма &quot;Развитие на конкурентоспособността на българската икономика 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/429	Национални	Бизнес среда	Протокол	Министерския съвет	04.04.2008	31.12.2013
428	Оперативна програма „Транспорт” 2007 – 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/428	Национални	Транспорт	Протокол	Министерския съвет	04.04.2008	31.12.2013
427	Стратегия за развитие на Националната статистическа система на Република България 2008 - 2012 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/427	Национални	Междусекторни политики	Протокол	Министерския съвет	04.04.2008	31.12.2012
426	Стратегия за децентрализация	Искрен Иванов	https://localhost:44300/StrategicDocument/View/426	Национални	Регионална политика	Решение	Министерския съвет	04.04.2008	31.12.2009
424	Актуализиран план за организационно изграждане и модернизация на въоръжените сили	Искрен Иванов	https://localhost:44300/StrategicDocument/View/424	Национални	Външна политика, политика по сигурност и отбрана	Постановление	Министерския съвет	03.04.2008	31.12.2010
422	Оперативна програма &quot;Развитие на човешките ресурси&quot; 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/422	Национални	Социална политика и заетост	Протокол	Министерския съвет	27.03.2008	31.12.2013
421	Стратегия за интегрирано гранично управление на Република България	Искрен Иванов	https://localhost:44300/StrategicDocument/View/421	Национални	Правосъдие и вътрешни работи	Решение	Министерския съвет	25.03.2008	31.12.2011
419	Национална програма за укрепване капацитета на Република България за опазването и от внос на заразни болести и реагиране при събития, представляващи заплаха за общественото здраве 2008 - 2010 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/419	Национални	Здравеопазване	Протокол	Министерския съвет	24.03.2008	31.12.2010
418	Оперативна програма за развитие на сектор „Рибарство” 2007 – 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/418	Национални	Земеделие и развитие на селските райони	Протокол	Министерския съвет	20.03.2008	31.12.2013
417	Национална стратегия за подобряване безопасността на движението по пътищата на Република България 2007 - 2010 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/417	Национални	Правосъдие и вътрешни работи	Протокол	Министерския съвет	20.03.2008	31.12.2010
416	Национална стратегия за опазване живота и здравето на децата в пътното движение 2006 - 2010 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/416	Национални	Правосъдие и вътрешни работи	Протокол	Министерския съвет	20.03.2008	31.12.2010
411	Стратегия за борба с измамите, засягащи финансовите интереси на Европейските общности	Искрен Иванов	https://localhost:44300/StrategicDocument/View/411	Национални	Правосъдие и вътрешни работи	Протокол	Министерския съвет	20.03.2008	31.12.2008
410	Оперативна програма &quot;Административен капацитет&quot; 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/410	Национални	Държавна администрация	Протокол	Министерския съвет	19.03.2008	31.12.2013
405	Регионален план за развитие на Севeрозападен район за планиране 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/405	Национални	Регионална политика	Решение	Министерския съвет	19.03.2008	31.12.2013
404	Регионален план за развитие на Североизточен район за планиране 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/404	Национални	Регионална политика	Решение	Министерския съвет	19.03.2008	31.12.2013
403	Оперативна програма &quot;Регионално развитие&quot; 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/403	Национални	Регионална политика	Протокол	Министерския съвет	19.03.2008	31.12.2013
400	Стратегия за развитието на геологопроучвателната дейност и опазването на земните недра в Република България до 2010 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/400	Национални	Околна среда	Решение	Министерския съвет	19.03.2008	31.12.2010
398	Национална стратегия за въвеждане на ИКТ в българските училища	Искрен Иванов	https://localhost:44300/StrategicDocument/View/398	Национални	Образование	Решение	Народното събрание	19.03.2008	31.12.2008
396	Стратегия за образователна интеграция на децата и учениците от етническите малцинства до 2015 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/396	Национални	Образование	Заповед	Министъра на образованието	18.03.2008	31.12.2015
395	Национална стратегия за продължаващото професионално обучение за периода 2005 – 2010 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/395	Национални	Образование	Протокол	Министерския съвет	18.03.2008	31.12.2010
393	Национална програма за развитие на училищното образование и предучилищното възпитание и подготовка 2006 – 2015 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/393	Национални	Образование	Решение	Народното събрание	18.03.2008	31.12.2015
391	Оперативна програма „Околна среда 2007 – 2013 г.”	Искрен Иванов	https://localhost:44300/StrategicDocument/View/391	Национални	Околна среда	Протокол	Министерския съвет	16.03.2008	31.12.2013
390	Национална програма за намаляване на общите годишни емисии на серен диоксид, азотни оксиди, летливи органични съединения и амоняк в атмосферния въздух	Искрен Иванов	https://localhost:44300/StrategicDocument/View/390	Национални	Околна среда	Решение	Министерския съвет	16.03.2008	31.12.2018
388	Национална стратегия за развитие и управление на водния сектор до 2015 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/388	Национални	Околна среда	Протокол	Министерския съвет	16.03.2008	31.12.2012
386	Национална стратегия за опазване на биологичното разнообразие	Искрен Иванов	https://localhost:44300/StrategicDocument/View/386	Национални	Околна среда	Протокол	Министерския съвет	16.03.2008	Не е указан срок
383	Стратегия за развитие на системата за обучение и контрол по английски език за периода 2006-2010	Искрен Иванов	https://localhost:44300/StrategicDocument/View/383	Национални	Външна политика, политика по сигурност и отбрана	Заповед	Министъра на отбраната	16.03.2008	31.12.2010
381	Концепция на Република България за участие с военни контингенти в операции зад граница	Искрен Иванов	https://localhost:44300/StrategicDocument/View/381	Национални	Външна политика, политика по сигурност и отбрана	Решение	Народното събрание	16.03.2008	Не е указан срок
378	Национална дългосрочна програма за насърчаване използването на възобновяемите енергийни източници 2005 – 2015 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/378	Национални	Енергетика	Протокол	Министерския съвет	16.03.2008	31.12.2015
375	Стратегия за насърчаване на инвестициите в Република България (2005 – 2010 г.)	Искрен Иванов	https://localhost:44300/StrategicDocument/View/375	Национални	Бизнес среда	Протокол	Министерския съвет	16.03.2008	31.12.2010
374	Иновационна стратегия на Република България и мерки за нейната реализация	Искрен Иванов	https://localhost:44300/StrategicDocument/View/374	Национални	Бизнес среда	Решение	Министерския съвет	16.03.2008	31.12.2013
372	Първи национален план за действие по енергийна ефективност 2008 – 2010 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/372	Национални	Енергетика	Протокол	Министерския съвет	16.03.2008	31.12.2010
370	Национална програма за ограничаване на остеопорозата в Република България 2006 – 2010 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/370	Национални	Здравеопазване	Протокол	Министерския съвет	15.03.2008	31.12.2010
369	Национална програма за ограничаване на тютюнопушенето в Република България 2007 – 2010 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/369	Национални	Здравеопазване	Протокол	Министерския съвет	15.03.2008	31.12.2010
368	Национална прогрaма за превенция и контрол на туберкулозата в Република България за периода 2007 – 2011 година	Искрен Иванов	https://localhost:44300/StrategicDocument/View/368	Национални	Здравеопазване	Протокол	Министерския съвет	15.03.2008	31.12.2011
367	Стратегия за внедряване на електронното здравеопазване в България	Искрен Иванов	https://localhost:44300/StrategicDocument/View/367	Национални	Здравеопазване	Протокол	Министерския съвет	15.03.2008	31.12.2012
366	Национален план на Република България за готовност за грипна пандемия	Искрен Иванов	https://localhost:44300/StrategicDocument/View/366	Национални	Здравеопазване	Постановление	Министерския съвет	15.03.2008	Не е указан срок
365	Национална програма за елиминация на морбили и вродена рубеола 2005 - 2010 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/365	Национални	Здравеопазване	Протокол	Министерския съвет	15.03.2008	31.12.2010
364	Политика за психичното здраве на Република България 2004 – 2012 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/364	Национални	Здравеопазване	Протокол	Министерския съвет	15.03.2008	31.12.2012
363	Стратегия за управление на човешките ресурси в държавната администрация 2006 – 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/363	Национални	Държавна администрация	Протокол	Министерския съвет	15.03.2008	31.12.2013
362	Стратегия за обучение на служителите в администрацията	Искрен Иванов	https://localhost:44300/StrategicDocument/View/362	Национални	Държавна администрация	Решение	Министерския съвет	15.03.2008	31.12.2013
358	Национален план за развитие на биологичното земеделие в България в периода 2006 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/358	Национални	Земеделие и развитие на селските райони	Протокол	Министерския съвет	14.03.2008	31.12.2013
357	Национален стратегически план за рибарство и аквакултури 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/357	Национални	Земеделие и развитие на селските райони	Протокол	Министерския съвет	14.03.2008	31.12.2013
354	Национална стратегия за развитие на лозарството и винарството в Република България 2005 - 2025 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/354	Национални	Земеделие и развитие на селските райони	Протокол	Министерския съвет	14.03.2008	31.12.2025
352	Програма за развитие на земеделието и селските райони в Странджа - Сакар	Искрен Иванов	https://localhost:44300/StrategicDocument/View/352	Национални	Земеделие и развитие на селските райони	Протокол	Министерския съвет	14.03.2008	31.12.2013
347	Програма за развитие на селските райони 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/347	Национални	Земеделие и развитие на селските райони	Протокол	Министерския съвет	14.03.2008	31.12.2013
340	Национална програма &quot;Младежки информационно - консултантски центрове 2007 - 2010 г.&quot;	Искрен Иванов	https://localhost:44300/StrategicDocument/View/340	Национални	Младежка политика	Протокол	Министерския съвет	14.03.2008	31.12.2010
335	Оперативна програма &quot;Техническа помощ&quot; 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/335	Национални	Държавна администрация	Протокол	Министерския съвет	14.03.2008	31.12.2013
330	Стратегия за управление на държавния дълг за периода 2006 - 2008 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/330	Национални	Финанси и данъчна политика	Протокол	Министерския съвет	14.03.2008	31.12.2008
329	Национална стратегическа референтна рамка 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/329	Национални	Междусекторни политики	Протокол	Министерския съвет	14.03.2008	31.12.2013
1243	Областна стратегия за подкрепа за личностно развитие на децата и учениците в област Варна (2017-2018)	Свилена Бояджиева	https://localhost:44300/StrategicDocument/View/1243	Областни	Варна	Протокол	"Областния съвет за развитие "	06.11.2017	31.12.2018
1234	Областна стратегия за подкрепа за личностно развитие на децата и учениците в област Шумен (2017-2019)	Свилена Бояджиева	https://localhost:44300/StrategicDocument/View/1234	Областни	Шумен	Решение	Областния управител	16.06.2017	31.12.2019
1233	Областна стратегия за подкрепа за личностно развитие на децата и учениците на област Търговище 2017-2018 г.	Свилена Бояджиева	https://localhost:44300/StrategicDocument/View/1233	Областни	Търговище	Решение	"Областния съвет за развитие "	06.06.2017	31.12.2018
1229	Областната стратегия за подкрепа за личностно развитие на децата и учениците в област Видин (2017-2019 г.)	Свилена Бояджиева	https://localhost:44300/StrategicDocument/View/1229	Областни	Видин	Заповед	Областния управител	02.05.2017	31.12.2019
1227	Областна стратегия за подкрепа за личностно развитие на децата и учениците в област Добрич (2017-2019 г.)	Свилена Бояджиева	https://localhost:44300/StrategicDocument/View/1227	Областни	Добрич	Протокол	"Областния съвет за развитие "	19.04.2017	31.12.2019
1215	Областна стратегия за подкрепа за личностно развитие на децата и учениците в Област Силистра (2017 – 2018)	Искрен Иванов	https://localhost:44300/StrategicDocument/View/1215	Областни	Силистра	Решение	"Областния съвет за развитие "	21.02.2017	31.12.2018
1028	Областна стратегия за развитие на Област Плевен за периода 2014 – 2020 г.	Ради Куртев	https://localhost:44300/StrategicDocument/View/1028	Областни	Плевен	Протокол	"Областния съвет за развитие "	16.06.2016	31.12.2020
1024	Областна стратегия за развитие на Област Ямбол 2014-2020	Ради Куртев	https://localhost:44300/StrategicDocument/View/1024	Областни	Ямбол	Протокол	"Областния съвет за развитие "	31.05.2016	31.12.2020
1023	Областна стратегия за развитие на Област Шумен за периода 2014 – 2020 г.	Ради Куртев	https://localhost:44300/StrategicDocument/View/1023	Областни	Шумен	Протокол	"Областния съвет за развитие "	31.05.2016	31.12.2020
1022	Областна стратегия за развитие на Област Хасково за периода 2014 – 2020 г.	Ради Куртев	https://localhost:44300/StrategicDocument/View/1022	Областни	Хасково	Протокол	"Областния съвет за развитие "	30.05.2016	31.12.2020
1021	Областна стратегия за развитие на Област Стара Загора 2014-2020	Ради Куртев	https://localhost:44300/StrategicDocument/View/1021	Областни	Стара Загора	Протокол	"Областния съвет за развитие "	30.05.2016	31.12.2020
1020	Областна стратегия за развитие на Софийска област 2014 – 2020 г.	Ради Куртев	https://localhost:44300/StrategicDocument/View/1020	Областни	Софийска	Протокол	"Областния съвет за развитие "	30.05.2016	31.12.2020
1019	Актуализация на Областна стратегия за развитие на Област София-град 2015-2020 г.	Ради Куртев	https://localhost:44300/StrategicDocument/View/1019	Областни	София	Протокол	"Областния съвет за развитие "	30.05.2016	31.12.2020
1018	Областна стратегия за развитие на Област София-град 2014-2020 г.	Ради Куртев	https://localhost:44300/StrategicDocument/View/1018	Областни	София	Протокол	"Областния съвет за развитие "	30.05.2016	31.12.2020
1017	Стратегия за развитие на Област Смолян 2014-2020	Ради Куртев	https://localhost:44300/StrategicDocument/View/1017	Областни	Смолян	Протокол	"Областния съвет за развитие "	30.05.2016	31.12.2020
1016	Областна стратегия за развитие на социалните услуги (2016 – 2020 г.)	Ради Куртев	https://localhost:44300/StrategicDocument/View/1016	Областни	Сливен	Протокол	"Областния съвет за развитие "	30.05.2016	31.12.2020
1015	Стратегия за развитие на Област Сливен 2014-2020 г.	Ради Куртев	https://localhost:44300/StrategicDocument/View/1015	Областни	Сливен	Протокол	"Областния съвет за развитие "	30.05.2016	31.12.2020
1014	Областна стратегия за развитие на социалните услуги  в Област Силистра (2016 – 2020)	Ради Куртев	https://localhost:44300/StrategicDocument/View/1014	Областни	Силистра	Протокол	"Областния съвет за развитие "	30.05.2016	31.12.2020
1013	Областна стратегия за развитие на Област Русе 2014-2020 година	Ради Куртев	https://localhost:44300/StrategicDocument/View/1013	Областни	Русе	Протокол	"Областния съвет за развитие "	30.05.2016	31.12.2020
1012	Стратегия за развитие на социалните услуги в Област Разград (2016 – 2020 г.)	Ради Куртев	https://localhost:44300/StrategicDocument/View/1012	Областни	Разград	Протокол	"Областния съвет за развитие "	30.05.2016	31.12.2020
1011	Областна стратегия за развитие 2014 – 2020 г.	Ради Куртев	https://localhost:44300/StrategicDocument/View/1011	Областни	Разград	Протокол	"Областния съвет за развитие "	30.05.2016	31.12.2020
1010	Стратегия на Област Разград за интегриране на ромите 2012 г. – 2020 г.	Ради Куртев	https://localhost:44300/StrategicDocument/View/1010	Областни	Разград	Протокол	"Областен съвет за сътрудничество по етническите и интеграционните въпроси "	27.05.2016	31.12.2020
1009	Областна стратегия за развитие на Област Пловдив 2014-2020 г.	Ради Куртев	https://localhost:44300/StrategicDocument/View/1009	Областни	Пловдив	Протокол	"Областния съвет за развитие "	20.05.2016	31.12.2020
1008	Стратегия на Област Плевен за интегриране на ромите  (2013 – 2020)	Ради Куртев	https://localhost:44300/StrategicDocument/View/1008	Областни	Плевен	Протокол	"Областен съвет за сътрудничество по етническите и интеграционните въпроси "	20.05.2016	31.12.2020
1007	Областна стратегия за развитие на социалните услуги в Област Плевен (2016 г. - 2020 г.)	Ради Куртев	https://localhost:44300/StrategicDocument/View/1007	Областни	Плевен	Заповед	Областен управител	20.05.2016	31.12.2020
1000	Стратегия за развитие на Област Перник 2014 - 2020	Ради Куртев	https://localhost:44300/StrategicDocument/View/1000	Областни	Перник	Протокол	"Областния съвет за развитие "	28.04.2016	31.12.2020
999	Областна стратегия за развитие на Област Монтана 2014-2020 г.	Ради Куртев	https://localhost:44300/StrategicDocument/View/999	Областни	Монтана	Протокол	"Областния съвет за развитие "	28.04.2016	31.12.2020
998	Областна стратегия за развитие на Област Ловеч 2014 – 2020 г.	Ради Куртев	https://localhost:44300/StrategicDocument/View/998	Областни	Ловеч	Протокол	"Областния съвет за развитие "	28.04.2016	31.12.2020
997	Областна стратегия за развитие на Област Кюстендил 2014 – 2020 г.	Ради Куртев	https://localhost:44300/StrategicDocument/View/997	Областни	Кюстендил	Решение	"Областния съвет за развитие "	28.04.2016	31.12.2020
996	Областна стратегия за развитие на Област Кърджали за периода 2014-2020 г.	Ради Куртев	https://localhost:44300/StrategicDocument/View/996	Областни	Кърджали	Решение	"Областния съвет за развитие "	28.04.2016	31.12.2020
995	Областна стратегия за развитие на Област Габрово за периода 2014-2020 година	Ради Куртев	https://localhost:44300/StrategicDocument/View/995	Областни	Габрово	Решение	"Областния съвет за развитие "	28.04.2016	31.12.2020
994	Областна стратегия за развитие на социалните услуги 2016 – 2020 г. Област Благоевград	Ради Куртев	https://localhost:44300/StrategicDocument/View/994	Областни	Благоевград	Решение	"Областния съвет за развитие "	27.04.2016	31.12.2020
992	Областна стратегия за интегриране на ромите в Благоевградска област 2012-2020г.	Ради Куртев	https://localhost:44300/StrategicDocument/View/992	Областни	Благоевград	Решение	"Областен съвет за сътрудничество по етническите и интеграционните въпроси "	27.04.2016	31.12.2020
991	Областна стратегия за развитие на Област Велико Търново за периода 2014 – 2020 г.	Ради Куртев	https://localhost:44300/StrategicDocument/View/991	Областни	Велико Търново	Решение	"Областния съвет за развитие "	26.04.2016	31.12.2020
990	Областна стратегия за развитие на социалните услуги в област Добрич (2016 – 2020 г.)	Искрен Иванов	https://localhost:44300/StrategicDocument/View/990	Областни	Добрич	Решение	"Областния съвет за развитие "	21.04.2016	31.12.2020
985	Стратегия за развитие на социалните услуги в Област Пазарджик 2016-2020	Искрен Иванов	https://localhost:44300/StrategicDocument/View/985	Областни	Пазарджик	Решение	"Областния съвет за развитие "	22.02.2016	31.12.2020
984	Областна стратегия за развитие на Област Пазарджик 2014 -2020 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/984	Областни	Пазарджик	Решение	"Областния съвет за развитие "	22.02.2016	31.12.2020
976	Областна стратегия за развитие на социалните услуги в област Видин 2016 - 2020 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/976	Областни	Видин	Протокол	"Областния съвет за развитие "	15.12.2015	31.12.2020
965	Областна стратегия за регионално развитие на област Благоевград 2014 – 2020	Искрен Иванов	https://localhost:44300/StrategicDocument/View/965	Областни	Благоевград	Решение	"Областния съвет за развитие "	17.07.2015	31.12.2020
953	Областен план за младежта на Област Търговище 2014 година	Искрен Иванов	https://localhost:44300/StrategicDocument/View/953	Областни	Търговище	Заповед	Областен управител	03.04.2015	31.12.2014
952	Областен план за младежта за 2015 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/952	Областни	Търговище	Заповед	Областен управител	03.04.2015	31.12.2015
879	Oбластна стратегия за развитие на Oбласт Добрич	Искрен Иванов	https://localhost:44300/StrategicDocument/View/879	Областни	Добрич	Решение	"Областния съвет за развитие "	21.12.2013	31.12.2020
872	Областна стратегия за развитие на Област Враца 2014-2020 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/872	Областни	Враца	Решение	"Областния съвет за развитие "	19.11.2013	31.12.2020
844	Областна стратегия за развитие на Област Видин 2014-2020 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/844	Областни	Видин	Решение	"Областния съвет за развитие "	16.07.2013	31.12.2020
843	Областна стратегия за развитие на област Варна- 2014-2020 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/843	Областни	Варна	Протокол	"Областния съвет за развитие "	27.06.2013	31.12.2020
842	Областна стратегия за развитие на Област Силистра 2014-2020 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/842	Областни	Силистра	Протокол	"Областния съвет за развитие "	27.06.2013	31.12.2020
840	Стратегия на Област Търговище за интегриране на ромите 2012 - 2020 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/840	Областни	Търговище	Протокол	"Областния съвет за сътрудничество по етнически и интеграционни въпроси - Област Търговище  "	20.05.2013	31.12.2020
839	Стратегия на област Враца за интeгриране на ромите (2012-2020 г.)	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/839	Областни	Враца	Решение	"Областен съвет за сътрудничество по етническите и интеграционните въпроси "	25.04.2013	31.12.2020
820	Областна стратегия за развитие на социалните услуги в Област Габрово 2011 – 2015 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/820	Областни	Габрово	Решение	"Областния съвет за развитие "	28.03.2013	31.12.2015
796	Областна стратегия за развитие на социалните услуги на Област Стара Загора 2011-2016 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/796	Областни	Стара Загора	Решение	"Областния съвет за развитие "	18.03.2013	31.12.2016
793	Областна стратегия за развитие на социалните услуги в Област Кърджали 2011-2015 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/793	Областни	Кърджали	Решение	"Областния съвет за развитие "	18.03.2013	31.12.2015
792	Областна стратегия за интегриране на ромите на Област Кърджали 2012-2020 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/792	Областни	Кърджали	Заповед	Областен управител	18.03.2013	31.12.2020
733	Стратегия за развитие на социалните услуги в Област Шумен 2011 -2016 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/733	Областни	Шумен	Решение	"Областния съвет за развитие "	17.04.2012	31.12.2016
729	Областна стратегия за развитие на социалните услуги 2011-2015г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/729	Областни	Силистра	Протокол	"Областния съвет за развитие "	17.04.2012	31.12.2015
